country,vegetable,price,available_stock,daily_demand,freshness_age,shelf_life_days,remaining_life,supply_demand_gap,harvest_month,harvest_dayofweek,harvest_quarter,wastage_risk_enc,stock_demand_ratio,life_used_ratio,days_to_expire,predicted_14day_demand,stock_after_14days,shortage_in_14days,potential_wastage_units,expires_before_14days,freshness_pct_remaining,price_demand_ratio,overstock_flag
1,6,42.94,588,89,7,18,11,499,4,6,2,1,6.533333333333333,0.3684210526315789,11,1246,-658,1,0,1,57.89473684210527,0.4771111111111111,1
0,0,75.09,125,256,21,22,1,-131,10,3,4,2,0.48638132295719844,0.9130434782608695,1,3584,-3459,1,0,1,4.3478260869565215,0.29217898832684824,0
0,6,92.97,360,284,10,29,19,76,3,3,1,1,1.263157894736842,0.3333333333333333,19,3976,-3616,1,0,0,63.33333333333333,0.32621052631578945,0
1,1,98.02,324,167,16,23,7,157,5,6,2,1,1.9285714285714286,0.6666666666666666,7,2338,-2014,1,0,1,29.166666666666668,0.583452380952381,0
0,9,82.95,578,345,9,12,3,233,5,4,2,2,1.670520231213873,0.6923076923076923,3,4830,-4252,1,0,1,23.076923076923077,0.2397398843930636,0
0,7,156.73,117,216,6,10,4,-99,10,6,4,2,0.5391705069124424,0.5454545454545454,4,3024,-2907,1,0,1,36.36363636363637,0.722258064516129,0
1,0,90.11,486,463,14,23,9,23,4,1,2,1,1.0474137931034482,0.5833333333333334,9,6482,-5996,1,0,1,37.5,0.19420258620689654,0
0,9,168.2,458,439,0,9,9,19,7,4,3,1,1.040909090909091,0.0,9,6146,-5688,1,0,1,90.0,0.38227272727272726,0
0,1,155.63,398,83,14,27,13,315,4,5,2,1,4.738095238095238,0.5,13,1162,-764,1,0,1,46.42857142857143,1.8527380952380952,1
0,8,180.58,164,129,9,13,4,35,12,0,4,2,1.2615384615384615,0.6428571428571429,4,1806,-1642,1,0,1,28.57142857142857,1.389076923076923,0
1,0,122.4,420,54,2,5,3,366,9,1,3,2,7.636363636363637,0.3333333333333333,3,756,-336,1,0,1,50.0,2.2254545454545456,1
1,4,182.52,343,312,0,14,14,31,11,5,4,1,1.095846645367412,0.0,14,4368,-4025,1,0,0,93.33333333333333,0.5831309904153354,0
0,6,107.59,453,274,2,26,24,179,3,0,1,1,1.6472727272727272,0.07407407407407407,24,3836,-3383,1,0,0,88.88888888888889,0.39123636363636366,0
1,1,192.16,439,43,6,10,4,396,2,6,1,2,9.977272727272727,0.5454545454545454,4,602,-163,1,0,1,36.36363636363637,4.367272727272727,1
1,4,92.5,505,218,9,11,2,287,2,1,1,0,2.3059360730593608,0.75,2,3052,-2547,1,0,1,16.666666666666664,0.4223744292237443,0
1,5,21.1,592,376,16,17,1,216,7,5,3,0,1.570291777188329,0.8888888888888888,1,5264,-4672,1,0,1,5.555555555555555,0.055968169761273216,0
1,7,120.85,431,71,3,28,25,360,8,5,3,1,5.986111111111111,0.10344827586206896,25,994,-563,1,0,0,86.20689655172413,1.6784722222222221,1
0,3,58.84,409,336,2,7,5,73,8,0,3,2,1.2136498516320475,0.25,5,4704,-4295,1,0,1,62.5,0.17459940652818992,0
0,2,101.23,459,96,0,29,29,363,10,3,4,1,4.731958762886598,0.0,29,1344,-885,1,0,0,96.66666666666667,1.0436082474226804,1
1,8,60.25,178,374,7,23,16,-196,10,1,4,1,0.4746666666666667,0.2916666666666667,16,5236,-5058,1,0,0,66.66666666666666,0.16066666666666668,0
1,9,190.04,151,293,19,21,2,-142,5,1,2,2,0.5136054421768708,0.8636363636363636,2,4102,-3951,1,0,1,9.090909090909092,0.6463945578231293,0
0,6,95.32,437,55,17,27,10,382,6,2,2,1,7.803571428571429,0.6071428571428571,10,770,-333,1,0,1,35.714285714285715,1.702142857142857,1
1,6,144.03,252,488,16,21,5,-236,11,3,4,2,0.5153374233128835,0.7272727272727273,5,6832,-6580,1,0,1,22.727272727272727,0.2945398773006135,0
0,2,171.45,447,295,18,25,7,152,10,0,4,1,1.510135135135135,0.6923076923076923,7,4130,-3683,1,0,1,26.923076923076923,0.579222972972973,0
0,4,32.01,316,307,1,6,5,9,3,0,1,2,1.025974025974026,0.14285714285714285,5,4298,-3982,1,0,1,71.42857142857143,0.10392857142857143,0
0,0,163.84,155,280,26,27,1,-125,10,2,4,2,0.5516014234875445,0.9285714285714286,1,3920,-3765,1,0,1,3.571428571428571,0.5830604982206405,0
1,7,34.51,361,94,4,16,12,267,1,5,1,1,3.8,0.23529411764705882,12,1316,-955,1,0,1,70.58823529411765,0.36326315789473684,0
1,6,198.71,159,188,8,13,5,-29,5,0,2,2,0.8412698412698413,0.5714285714285714,5,2632,-2473,1,0,1,35.714285714285715,1.0513756613756615,0
0,3,107.49,112,186,11,22,11,-74,4,1,2,1,0.5989304812834224,0.4782608695652174,11,2604,-2492,1,0,1,47.82608695652174,0.574812834224599,0
1,9,139.01,474,31,1,7,6,443,3,4,1,1,14.8125,0.125,6,434,40,0,40,1,75.0,4.3440625,1
0,2,60.67,115,265,24,25,1,-150,8,3,3,2,0.4323308270676692,0.9230769230769231,1,3710,-3595,1,0,1,3.8461538461538463,0.2280827067669173,0
0,5,76.49,54,350,9,19,10,-296,5,1,2,1,0.15384615384615385,0.45,10,4900,-4846,1,0,1,50.0,0.21792022792022792,0
1,7,165.95,397,333,7,25,18,64,4,4,2,1,1.188622754491018,0.2692307692307692,18,4662,-4265,1,0,0,69.23076923076923,0.49685628742514965,0
0,3,81.22,528,354,3,13,10,174,11,2,4,1,1.4873239436619718,0.21428571428571427,10,4956,-4428,1,0,1,71.42857142857143,0.2287887323943662,0
0,5,54.23,398,70,1,14,13,328,6,1,2,1,5.605633802816901,0.06666666666666667,13,980,-582,1,0,1,86.66666666666667,0.7638028169014084,1
1,0,156.6,273,439,21,24,3,-166,3,4,1,2,0.6204545454545455,0.84,3,6146,-5873,1,0,1,12.0,0.3559090909090909,0
1,6,46.24,556,59,2,29,27,497,12,3,4,1,9.266666666666667,0.06666666666666667,27,826,-270,1,0,0,90.0,0.7706666666666667,1
0,5,121.54,184,166,13,23,10,18,11,0,4,1,1.1017964071856288,0.5416666666666666,10,2324,-2140,1,0,1,41.66666666666667,0.7277844311377246,0
0,0,82.19,314,166,1,20,19,148,3,6,1,1,1.8802395209580838,0.047619047619047616,19,2324,-2010,1,0,0,90.47619047619048,0.4921556886227545,0
0,1,66.87,444,126,21,29,8,318,8,0,3,1,3.4960629921259843,0.7,8,1764,-1320,1,0,1,26.666666666666668,0.5265354330708661,0
0,6,29.28,376,430,23,24,1,-54,7,6,3,2,0.8723897911832946,0.92,1,6020,-5644,1,0,1,4.0,0.06793503480278422,0
0,2,110.4,114,291,2,22,20,-177,4,6,2,1,0.3904109589041096,0.08695652173913043,20,4074,-3960,1,0,0,86.95652173913044,0.3780821917808219,0
0,2,116.04,357,279,16,19,3,78,6,5,2,2,1.275,0.8,3,3906,-3549,1,0,1,15.0,0.4144285714285714,0
1,8,49.7,359,237,7,26,19,122,3,1,1,1,1.5084033613445378,0.25925925925925924,19,3318,-2959,1,0,0,70.37037037037037,0.2088235294117647,0
0,4,77.66,384,260,20,27,7,124,11,3,4,1,1.471264367816092,0.7142857142857143,7,3640,-3256,1,0,1,25.0,0.2975478927203065,0
0,3,93.91,247,144,22,23,1,103,9,3,3,0,1.703448275862069,0.9166666666666666,1,2016,-1769,1,0,1,4.166666666666666,0.6476551724137931,0
0,3,80.26,543,324,11,12,1,219,5,0,2,0,1.6707692307692308,0.8461538461538461,1,4536,-3993,1,0,1,7.6923076923076925,0.24695384615384616,0
1,9,124.12,173,276,2,20,18,-103,9,4,3,1,0.6245487364620939,0.09523809523809523,18,3864,-3691,1,0,0,85.71428571428571,0.448086642599278,0
0,9,67.42,235,261,11,25,14,-26,4,0,2,1,0.8969465648854962,0.4230769230769231,14,3654,-3419,1,0,0,53.84615384615385,0.25732824427480916,0
0,7,24.97,163,172,9,19,10,-9,5,4,2,1,0.9421965317919075,0.45,10,2408,-2245,1,0,1,50.0,0.14433526011560693,0
1,1,174.35,471,249,10,11,1,222,6,6,2,0,1.884,0.8333333333333334,1,3486,-3015,1,0,1,8.333333333333332,0.6974,0
0,8,49.55,535,311,9,13,4,224,7,2,3,2,1.7147435897435896,0.6428571428571429,4,4354,-3819,1,0,1,28.57142857142857,0.15881410256410255,0
0,3,64.91,311,460,11,29,18,-149,12,0,4,1,0.6746203904555315,0.36666666666666664,18,6440,-6129,1,0,0,60.0,0.14080260303687636,0
0,4,37.55,238,329,8,11,3,-91,1,6,1,2,0.7212121212121212,0.6666666666666666,3,4606,-4368,1,0,1,25.0,0.11378787878787879,0
0,0,165.71,60,40,4,6,2,20,11,4,4,2,1.4634146341463414,0.5714285714285714,2,560,-500,1,0,1,28.57142857142857,4.041707317073171,0
1,3,139.96,155,97,9,12,3,58,4,3,2,2,1.5816326530612246,0.6923076923076923,3,1358,-1203,1,0,1,23.076923076923077,1.4281632653061225,0
1,2,42.89,81,488,2,10,8,-407,10,0,4,1,0.1656441717791411,0.18181818181818182,8,6832,-6751,1,0,1,72.72727272727273,0.08770961145194274,0
0,9,98.5,175,372,3,25,22,-197,12,5,4,1,0.4691689008042895,0.11538461538461539,22,5208,-5033,1,0,0,84.61538461538461,0.2640750670241287,0
1,9,34.25,334,303,18,23,5,31,4,6,2,2,1.0986842105263157,0.75,5,4242,-3908,1,0,1,20.833333333333336,0.11266447368421052,0
0,3,175.35,180,295,9,22,13,-115,12,4,4,1,0.6081081081081081,0.391304347826087,13,4130,-3950,1,0,1,56.52173913043478,0.5923986486486487,0
1,6,187.39,499,122,2,13,11,377,6,6,2,1,4.056910569105691,0.14285714285714285,11,1708,-1209,1,0,1,78.57142857142857,1.5234959349593495,1
0,8,192.66,418,147,1,20,19,271,8,4,3,1,2.824324324324324,0.047619047619047616,19,2058,-1640,1,0,0,90.47619047619048,1.3017567567567567,0
1,7,31.82,95,439,15,28,13,-344,10,0,4,1,0.2159090909090909,0.5172413793103449,13,6146,-6051,1,0,1,44.827586206896555,0.07231818181818182,0
0,5,130.7,405,233,8,13,5,172,10,3,4,2,1.7307692307692308,0.5714285714285714,5,3262,-2857,1,0,1,35.714285714285715,0.5585470085470085,0
0,4,116.92,230,51,10,28,18,179,4,1,2,1,4.423076923076923,0.3448275862068966,18,714,-484,1,0,0,62.06896551724138,2.2484615384615383,1
1,5,141.44,364,200,9,18,9,164,9,1,3,1,1.8109452736318408,0.47368421052631576,9,2800,-2436,1,0,1,47.368421052631575,0.703681592039801,0
1,0,142.9,584,498,10,14,4,86,4,4,2,2,1.1703406813627255,0.6666666666666666,4,6972,-6388,1,0,1,26.666666666666668,0.28637274549098196,0
0,0,43.81,350,192,8,22,14,158,10,5,4,1,1.8134715025906736,0.34782608695652173,14,2688,-2338,1,0,0,60.86956521739131,0.22699481865284976,0
1,0,94.86,180,240,25,26,1,-60,5,1,2,2,0.7468879668049793,0.9259259259259259,1,3360,-3180,1,0,1,3.7037037037037033,0.39360995850622404,0
1,5,83.97,599,132,14,18,4,467,9,0,3,2,4.503759398496241,0.7368421052631579,4,1848,-1249,1,0,1,21.052631578947366,0.6313533834586466,1
1,3,180.39,53,497,13,17,4,-444,2,3,1,2,0.10642570281124498,0.7222222222222222,4,6958,-6905,1,0,1,22.22222222222222,0.3622289156626506,0
0,2,131.89,541,132,2,5,3,409,5,4,2,2,4.067669172932331,0.3333333333333333,3,1848,-1307,1,0,1,50.0,0.9916541353383458,1
1,0,142.37,68,372,13,23,10,-304,5,4,2,1,0.18230563002680966,0.5416666666666666,10,5208,-5140,1,0,1,41.66666666666667,0.38168900804289546,0
0,4,197.78,329,50,4,24,20,279,4,5,2,1,6.450980392156863,0.16,20,700,-371,1,0,0,80.0,3.8780392156862744,1
0,3,170.13,81,46,11,21,10,35,10,5,4,1,1.7234042553191489,0.5,10,644,-563,1,0,1,45.45454545454545,3.619787234042553,0
1,3,167.75,120,39,3,19,16,81,9,6,3,1,3.0,0.15,16,546,-426,1,0,0,80.0,4.19375,0
1,5,162.55,447,98,2,20,18,349,7,4,3,1,4.515151515151516,0.09523809523809523,18,1372,-925,1,0,0,85.71428571428571,1.641919191919192,1
0,8,93.42,474,413,8,17,9,61,9,3,3,1,1.144927536231884,0.4444444444444444,9,5782,-5308,1,0,1,50.0,0.22565217391304349,0
0,7,75.11,215,61,7,9,2,154,11,0,4,0,3.467741935483871,0.7,2,854,-639,1,0,1,20.0,1.2114516129032258,0
0,2,81.33,54,465,12,25,13,-411,1,4,1,1,0.11587982832618025,0.46153846153846156,13,6510,-6456,1,0,1,50.0,0.17452789699570814,0
1,6,36.09,172,289,8,16,8,-117,9,1,3,1,0.593103448275862,0.47058823529411764,8,4046,-3874,1,0,1,47.05882352941176,0.12444827586206898,0
0,5,171.7,59,240,2,9,7,-181,7,6,3,1,0.24481327800829875,0.2,7,3360,-3301,1,0,1,70.0,0.7124481327800829,0
0,8,116.6,497,104,9,25,16,393,1,0,1,1,4.733333333333333,0.34615384615384615,16,1456,-959,1,0,0,61.53846153846154,1.1104761904761904,1
0,9,116.07,145,143,1,17,16,2,6,3,2,1,1.0069444444444444,0.05555555555555555,16,2002,-1857,1,0,0,88.88888888888889,0.8060416666666667,0
1,1,179.54,519,164,12,14,2,355,1,0,1,0,3.1454545454545455,0.8,2,2296,-1777,1,0,1,13.333333333333334,1.088121212121212,0
1,4,122.64,517,36,16,21,5,481,5,2,2,2,13.972972972972974,0.7272727272727273,5,504,13,0,13,1,22.727272727272727,3.3145945945945945,1
0,8,31.45,265,257,4,6,2,8,10,2,4,2,1.0271317829457365,0.5714285714285714,2,3598,-3333,1,0,1,28.57142857142857,0.12189922480620155,0
1,3,58.04,362,412,14,21,7,-50,6,5,2,1,0.8765133171912833,0.6363636363636364,7,5768,-5406,1,0,1,31.818181818181817,0.14053268765133173,0
1,4,169.55,104,105,10,11,1,-1,3,1,1,2,0.9811320754716981,0.8333333333333334,1,1470,-1366,1,0,1,8.333333333333332,1.5995283018867925,0
1,8,28.69,127,204,4,7,3,-77,6,5,2,2,0.6195121951219512,0.5,3,2856,-2729,1,0,1,37.5,0.13995121951219514,0
0,0,111.11,90,393,1,11,10,-303,11,0,4,1,0.22842639593908629,0.08333333333333333,10,5502,-5412,1,0,1,83.33333333333334,0.282005076142132,0
1,7,75.68,115,154,4,15,11,-39,3,5,1,1,0.7419354838709677,0.25,11,2156,-2041,1,0,1,68.75,0.4882580645161291,0
0,9,75.84,151,438,16,17,1,-287,2,6,1,2,0.3439635535307517,0.8888888888888888,1,6132,-5981,1,0,1,5.555555555555555,0.17275626423690205,0
0,2,27.09,59,185,22,24,2,-126,5,2,2,2,0.3172043010752688,0.88,2,2590,-2531,1,0,1,8.0,0.14564516129032257,0
1,9,187.81,525,441,7,14,7,84,2,3,1,1,1.1877828054298643,0.4666666666666667,7,6174,-5649,1,0,1,46.666666666666664,0.42490950226244345,0
0,9,89.13,57,73,0,7,7,-16,2,4,1,1,0.7702702702702703,0.0,7,1022,-965,1,0,1,87.5,1.2044594594594593,0
0,7,101.66,304,454,3,29,26,-150,10,0,4,1,0.6681318681318681,0.1,26,6356,-6052,1,0,0,86.66666666666667,0.22342857142857142,0
1,7,128.58,82,113,14,16,2,-31,12,0,4,2,0.7192982456140351,0.8235294117647058,2,1582,-1500,1,0,1,11.76470588235294,1.1278947368421053,0
1,6,37.01,572,307,0,22,22,265,7,1,3,1,1.8571428571428572,0.0,22,4298,-3726,1,0,0,95.65217391304348,0.12016233766233765,0
0,7,169.59,167,279,7,13,6,-112,12,0,4,1,0.5964285714285714,0.5,6,3906,-3739,1,0,1,42.857142857142854,0.6056785714285714,0
1,9,70.77,114,272,0,8,8,-158,12,3,4,1,0.4175824175824176,0.0,8,3808,-3694,1,0,1,88.88888888888889,0.2592307692307692,0
1,2,121.84,403,345,4,12,8,58,4,2,2,1,1.1647398843930636,0.3076923076923077,8,4830,-4427,1,0,1,61.53846153846154,0.3521387283236994,0
0,0,36.16,209,94,21,27,6,115,12,0,4,1,2.2,0.75,6,1316,-1107,1,0,1,21.428571428571427,0.3806315789473684,0
0,9,186.11,203,135,5,15,10,68,4,6,2,1,1.4926470588235294,0.3125,10,1890,-1687,1,0,1,62.5,1.3684558823529414,0
1,8,45.91,338,182,5,10,5,156,9,6,3,2,1.8469945355191257,0.45454545454545453,5,2548,-2210,1,0,1,45.45454545454545,0.2508743169398907,0
1,0,75.92,96,87,9,15,6,9,12,1,4,1,1.0909090909090908,0.5625,6,1218,-1122,1,0,1,37.5,0.8627272727272728,0
0,5,101.29,322,362,17,22,5,-40,7,6,3,2,0.8870523415977961,0.7391304347826086,5,5068,-4746,1,0,1,21.73913043478261,0.2790358126721763,0
0,6,187.99,290,120,1,17,16,170,3,2,1,1,2.396694214876033,0.05555555555555555,16,1680,-1390,1,0,0,88.88888888888889,1.5536363636363637,0
0,4,101.35,446,229,4,8,4,217,8,2,3,2,1.9391304347826086,0.4444444444444444,4,3206,-2760,1,0,1,44.44444444444444,0.44065217391304345,0
0,5,130.51,409,246,4,5,1,163,1,6,1,0,1.6558704453441295,0.6666666666666666,1,3444,-3035,1,0,1,16.666666666666664,0.5283805668016194,0
0,9,37.15,77,490,10,26,16,-413,8,1,3,1,0.15682281059063136,0.37037037037037035,16,6860,-6783,1,0,0,59.25925925925925,0.07566191446028513,0
0,8,198.93,189,144,3,13,10,45,6,3,2,1,1.303448275862069,0.21428571428571427,10,2016,-1827,1,0,1,71.42857142857143,1.3719310344827587,0
0,9,159.91,158,421,14,15,1,-263,10,1,4,2,0.3744075829383886,0.875,1,5894,-5736,1,0,1,6.25,0.3789336492890995,0
0,2,103.17,238,64,3,13,10,174,1,0,1,1,3.6615384615384614,0.21428571428571427,10,896,-658,1,0,1,71.42857142857143,1.5872307692307692,0
1,7,176.58,578,53,3,7,4,525,3,4,1,2,10.703703703703704,0.375,4,742,-164,1,0,1,50.0,3.27,1
1,9,59.91,457,274,5,7,2,183,8,5,3,0,1.6618181818181819,0.625,2,3836,-3379,1,0,1,25.0,0.21785454545454544,0
1,1,120.26,134,39,6,23,17,95,10,5,4,1,3.35,0.25,17,546,-412,1,0,0,70.83333333333334,3.0065,0
1,1,21.98,311,393,11,20,9,-82,9,4,3,1,0.7893401015228426,0.5238095238095238,9,5502,-5191,1,0,1,42.857142857142854,0.055786802030456856,0
1,3,24.11,367,37,14,15,1,330,7,3,3,0,9.657894736842104,0.875,1,518,-151,1,0,1,6.25,0.6344736842105263,1
1,9,63.09,421,328,13,15,2,93,6,6,2,0,1.2796352583586625,0.8125,2,4592,-4171,1,0,1,12.5,0.19176291793313072,0
1,9,134.39,574,292,0,7,7,282,6,2,2,1,1.9590443686006827,0.0,7,4088,-3514,1,0,1,87.5,0.4586689419795221,0
1,6,83.28,165,428,7,20,13,-263,8,1,3,1,0.38461538461538464,0.3333333333333333,13,5992,-5827,1,0,1,61.904761904761905,0.19412587412587412,0
1,6,31.92,67,203,8,11,3,-136,11,4,4,2,0.3284313725490196,0.6666666666666666,3,2842,-2775,1,0,1,25.0,0.15647058823529414,0
1,5,76.59,517,334,6,13,7,183,8,4,3,1,1.5432835820895523,0.42857142857142855,7,4676,-4159,1,0,1,50.0,0.2286268656716418,0
1,2,82.77,265,87,0,10,10,178,12,1,4,1,3.0113636363636362,0.0,10,1218,-953,1,0,1,90.9090909090909,0.9405681818181818,0
0,0,180.55,534,293,6,20,14,241,1,3,1,1,1.816326530612245,0.2857142857142857,14,4102,-3568,1,0,0,66.66666666666666,0.6141156462585035,0
0,1,125.49,100,180,6,8,2,-80,6,1,2,2,0.5524861878453039,0.6666666666666666,2,2520,-2420,1,0,1,22.22222222222222,0.6933149171270718,0
1,7,49.27,456,105,3,19,16,351,5,3,2,1,4.30188679245283,0.15,16,1470,-1014,1,0,0,80.0,0.464811320754717,1
0,7,124.42,180,44,0,6,6,136,5,2,2,1,4.0,0.0,6,616,-436,1,0,1,85.71428571428571,2.7648888888888887,1
1,0,189.31,193,104,0,24,24,89,5,4,2,1,1.838095238095238,0.0,24,1456,-1263,1,0,0,96.0,1.802952380952381,0
1,4,64.86,267,382,7,13,6,-115,7,2,3,1,0.6971279373368147,0.5,6,5348,-5081,1,0,1,42.857142857142854,0.1693472584856397,0
0,3,54.07,263,81,3,21,18,182,2,2,1,1,3.207317073170732,0.13636363636363635,18,1134,-871,1,0,0,81.81818181818183,0.659390243902439,0
0,1,142.75,481,380,5,10,5,101,2,2,1,2,1.26246719160105,0.45454545454545453,5,5320,-4839,1,0,1,45.45454545454545,0.3746719160104987,0
1,6,131.1,352,88,1,27,26,264,10,6,4,1,3.955056179775281,0.03571428571428571,26,1232,-880,1,0,0,92.85714285714286,1.4730337078651685,0
1,8,111.35,579,62,23,26,3,517,10,1,4,2,9.19047619047619,0.8518518518518519,3,868,-289,1,0,1,11.11111111111111,1.7674603174603174,1
0,6,127.55,169,283,17,20,3,-114,12,4,4,2,0.5950704225352113,0.8095238095238095,3,3962,-3793,1,0,1,14.285714285714285,0.44911971830985914,0
1,1,147.57,51,268,10,21,11,-217,11,1,4,1,0.1895910780669145,0.45454545454545453,11,3752,-3701,1,0,1,50.0,0.5485873605947955,0
1,0,39.55,429,253,5,25,20,176,8,6,3,1,1.688976377952756,0.19230769230769232,20,3542,-3113,1,0,0,76.92307692307693,0.1557086614173228,0
0,2,75.68,387,73,17,25,8,314,10,5,4,1,5.22972972972973,0.6538461538461539,8,1022,-635,1,0,1,30.76923076923077,1.0227027027027027,1
0,7,26.03,374,239,6,15,9,135,2,0,1,1,1.5583333333333333,0.375,9,3346,-2972,1,0,1,56.25,0.10845833333333334,0
0,5,131.54,101,328,0,7,7,-227,11,2,4,1,0.3069908814589666,0.0,7,4592,-4491,1,0,1,87.5,0.3998176291793313,0
1,0,130.46,520,183,0,28,28,337,7,3,3,1,2.8260869565217392,0.0,28,2562,-2042,1,0,0,96.55172413793103,0.7090217391304349,0
0,3,151.7,385,190,12,15,3,195,11,5,4,2,2.0157068062827226,0.75,3,2660,-2275,1,0,1,18.75,0.794240837696335,0
1,1,128.87,209,168,20,21,1,41,8,4,3,2,1.2366863905325445,0.9090909090909091,1,2352,-2143,1,0,1,4.545454545454546,0.7625443786982249,0
1,3,75.67,366,321,8,10,2,45,11,1,4,2,1.1366459627329193,0.7272727272727273,2,4494,-4128,1,0,1,18.181818181818183,0.23500000000000001,0
0,6,87.47,241,475,15,20,5,-234,7,0,3,2,0.5063025210084033,0.7142857142857143,5,6650,-6409,1,0,1,23.809523809523807,0.18376050420168066,0
1,4,63.62,71,262,7,16,9,-191,4,5,2,1,0.26996197718631176,0.4117647058823529,9,3668,-3597,1,0,1,52.94117647058824,0.24190114068441063,0
0,4,154.42,578,346,14,27,13,232,10,0,4,1,1.6657060518731988,0.5,13,4844,-4266,1,0,1,46.42857142857143,0.445014409221902,0
1,0,159.68,510,302,7,19,12,208,2,4,1,1,1.683168316831683,0.35,12,4228,-3718,1,0,1,60.0,0.526996699669967,0
1,4,70.74,319,419,5,20,15,-100,9,1,3,1,0.7595238095238095,0.23809523809523808,15,5866,-5547,1,0,0,71.42857142857143,0.16842857142857143,0
1,3,93.56,269,79,4,11,7,190,8,4,3,1,3.3625,0.3333333333333333,7,1106,-837,1,0,1,58.333333333333336,1.1695,0
0,5,53.01,185,240,14,15,1,-55,12,1,4,2,0.7676348547717843,0.875,1,3360,-3175,1,0,1,6.25,0.21995850622406637,0
1,8,78.12,100,138,7,12,5,-38,8,3,3,2,0.7194244604316546,0.5384615384615384,5,1932,-1832,1,0,1,38.46153846153847,0.5620143884892087,0
1,2,74.28,578,30,23,28,5,548,4,3,2,2,18.64516129032258,0.7931034482758621,5,420,158,0,158,1,17.24137931034483,2.3961290322580644,1
1,0,103.71,597,277,6,23,17,320,1,5,1,1,2.147482014388489,0.25,17,3878,-3281,1,0,0,70.83333333333334,0.3730575539568345,0
1,1,23.03,479,113,5,23,18,366,10,4,4,1,4.201754385964913,0.20833333333333334,18,1582,-1103,1,0,0,75.0,0.20201754385964912,1
1,8,119.12,126,282,15,21,6,-156,7,1,3,1,0.4452296819787986,0.6818181818181818,6,3948,-3822,1,0,1,27.27272727272727,0.42091872791519436,0
0,2,176.0,55,420,11,19,8,-365,10,6,4,1,0.13064133016627077,0.55,8,5880,-5825,1,0,1,40.0,0.4180522565320665,0
1,8,22.68,474,237,15,18,3,237,9,6,3,2,1.9915966386554622,0.7894736842105263,3,3318,-2844,1,0,1,15.789473684210526,0.09529411764705882,0
1,2,187.77,431,227,14,28,14,204,11,3,4,1,1.8903508771929824,0.4827586206896552,14,3178,-2747,1,0,0,48.275862068965516,0.8235526315789474,0
0,5,48.97,136,290,7,29,22,-154,12,3,4,1,0.46735395189003437,0.23333333333333334,22,4060,-3924,1,0,0,73.33333333333333,0.16828178694158075,0
0,8,160.58,519,246,0,23,23,273,6,5,2,1,2.1012145748987856,0.0,23,3444,-2925,1,0,0,95.83333333333334,0.6501214574898786,0
1,7,67.18,259,126,10,12,2,133,8,5,3,0,2.0393700787401574,0.7692307692307693,2,1764,-1505,1,0,1,15.384615384615385,0.528976377952756,0
1,5,90.07,293,373,3,21,18,-80,7,3,3,1,0.7834224598930482,0.13636363636363635,18,5222,-4929,1,0,0,81.81818181818183,0.24082887700534758,0
0,7,120.93,109,374,4,22,18,-265,12,1,4,1,0.2906666666666667,0.17391304347826086,18,5236,-5127,1,0,0,78.26086956521739,0.32248000000000004,0
1,8,193.53,252,66,3,12,9,186,12,0,4,1,3.7611940298507465,0.23076923076923078,9,924,-672,1,0,1,69.23076923076923,2.888507462686567,0
0,0,136.72,219,329,0,12,12,-110,3,5,1,1,0.6636363636363637,0.0,12,4606,-4387,1,0,1,92.3076923076923,0.4143030303030303,0
0,5,119.62,371,252,8,27,19,119,12,4,4,1,1.466403162055336,0.2857142857142857,19,3528,-3157,1,0,0,67.85714285714286,0.47280632411067197,0
0,1,115.0,463,427,5,20,15,36,8,6,3,1,1.0817757009345794,0.23809523809523808,15,5978,-5515,1,0,0,71.42857142857143,0.26869158878504673,0
0,2,191.65,266,172,10,25,15,94,4,1,2,1,1.5375722543352601,0.38461538461538464,15,2408,-2142,1,0,0,57.692307692307686,1.1078034682080926,0
1,4,198.35,216,427,4,7,3,-211,7,5,3,2,0.5046728971962616,0.5,3,5978,-5762,1,0,1,37.5,0.4634345794392523,0
0,2,31.61,428,279,9,14,5,149,6,1,2,2,1.5285714285714285,0.6,5,3906,-3478,1,0,1,33.33333333333333,0.11289285714285714,0
1,6,129.2,280,197,7,10,3,83,7,1,3,2,1.4141414141414141,0.6363636363636364,3,2758,-2478,1,0,1,27.27272727272727,0.6525252525252525,0
0,1,178.97,507,481,3,18,15,26,11,2,4,1,1.0518672199170125,0.15789473684210525,15,6734,-6227,1,0,0,78.94736842105263,0.3713070539419087,0
1,3,191.88,339,173,12,27,15,166,1,1,1,1,1.9482758620689655,0.42857142857142855,15,2422,-2083,1,0,0,53.57142857142857,1.1027586206896551,0
0,2,77.82,277,328,24,26,2,-51,12,0,4,2,0.8419452887537994,0.8888888888888888,2,4592,-4315,1,0,1,7.4074074074074066,0.2365349544072948,0
0,7,176.4,320,457,13,26,13,-137,4,2,2,1,0.6986899563318777,0.48148148148148145,13,6398,-6078,1,0,1,48.148148148148145,0.3851528384279476,0
1,7,91.69,542,412,1,15,14,130,8,1,3,1,1.3123486682808716,0.0625,14,5768,-5226,1,0,0,87.5,0.2220096852300242,0
1,3,150.89,501,330,10,20,10,171,8,5,3,1,1.513595166163142,0.47619047619047616,10,4620,-4119,1,0,1,47.61904761904761,0.4558610271903323,0
0,9,96.29,284,458,4,5,1,-174,4,5,2,2,0.6187363834422658,0.6666666666666666,1,6412,-6128,1,0,1,16.666666666666664,0.20978213507625273,0
